Date,Store,Product,Sales,Price,Revenue
2022-08-03,Store_B,Soap,22,363.69,8001.18
2022-08-04,Store_B,Soap,25,50.33,1258.25
2022-08-05,Store_B,Soap,21,265.88,5583.48
2022-08-06,Store_B,Soap,38,330.04,12541.52
2022-08-07,Store_B,Soap,37,465.82,17235.34
2022-08-08,Store_B,Soap,18,226.77,4081.86
2022-08-09,Store_B,Soap,25,408.07,10201.75
2022-08-10,Store_B,Soap,24,420.22,10085.28
2022-08-11,Store_B,Soap,27,49.95,1348.65
2022-08-12,Store_B,Soap,27,123.96,3346.9199999999996
2022-08-13,Store_B,Soap,39,204.95,7993.049999999999
2022-08-14,Store_B,Soap,42,421.57,17705.94
2022-08-15,Store_B,Soap,23,194.09,4464.07
2022-08-16,Store_B,Soap,20,181.43,3628.6000000000004
2022-08-17,Store_B,Soap,19,94.73,1799.8700000000001
2022-08-18,Store_B,Soap,21,323.8,6799.8
2022-08-19,Store_B,Soap,24,156.01,3744.24
2022-08-20,Store_B,Soap,43,87.99,3783.5699999999997
2022-08-21,Store_B,Soap,32,304.73,9751.36
2022-08-22,Store_B,Soap,19,389.91,7408.290000000001
2022-08-23,Store_B,Soap,35,361.11,12638.85
2022-08-24,Store_B,Soap,20,480.69,9613.8
2022-08-25,Store_B,Soap,31,290.48,9004.880000000001
2022-08-26,Store_B,Soap,20,248.47,4969.4
2022-08-27,Store_B,Soap,35,71.79,2512.65
2022-08-28,Store_B,Soap,47,249.56,11729.32
2022-08-29,Store_B,Soap,17,468.45,7963.65
2022-08-30,Store_B,Soap,24,121.46,2915.04
2022-08-31,Store_B,Soap,18,272.54,4905.72
2022-09-01,Store_B,Soap,21,160.74,3375.54
2022-09-02,Store_B,Soap,15,36.35,545.25
2022-09-03,Store_B,Soap,37,391.82,14497.34
2022-09-04,Store_B,Soap,31,33.27,1031.3700000000001
2022-09-05,Store_B,Soap,29,434.13,12589.77
2022-09-06,Store_B,Soap,12,373.46,4481.5199999999995
2022-09-07,Store_B,Soap,21,439.65,9232.65
2022-09-08,Store_B,Soap,16,222.25,3556.0
2022-09-09,Store_B,Soap,14,461.94,6467.16
2022-09-10,Store_B,Soap,32,100.65,3220.8
2022-09-11,Store_B,Soap,42,122.88,5160.96
2022-09-12,Store_B,Soap,18,332.67,5988.06
2022-09-13,Store_B,Soap,19,66.81,1269.39
2022-09-14,Store_B,Soap,30,152.52,4575.6
2022-09-15,Store_B,Soap,16,41.98,671.68
2022-09-16,Store_B,Soap,25,41.62,1040.5
2022-09-17,Store_B,Soap,42,201.62,8468.04
2022-09-18,Store_B,Soap,40,266.17,10646.800000000001
2022-09-19,Store_B,Soap,14,245.75,3440.5
2022-09-20,Store_B,Soap,18,373.76,6727.68
2022-09-21,Store_B,Soap,20,441.13,8822.6
2022-09-22,Store_B,Soap,27,474.08,12800.16
2022-09-23,Store_B,Soap,27,133.93,3616.11
2022-09-24,Store_B,Soap,30,386.77,11603.099999999999
2022-09-25,Store_B,Soap,44,433.02,19052.879999999997
2022-09-26,Store_B,Soap,25,67.53,1688.25
2022-09-27,Store_B,Soap,11,214.28,2357.08
2022-09-28,Store_B,Soap,17,448.29,7620.93
2022-09-29,Store_B,Soap,20,82.56,1651.2
2022-09-30,Store_B,Soap,27,456.86,12335.220000000001
2022-10-01,Store_B,Soap,40,398.69,15947.6
2022-10-02,Store_B,Soap,41,145.52,5966.320000000001
2022-10-03,Store_B,Soap,22,461.98,10163.560000000001
2022-10-04,Store_B,Soap,29,51.67,1498.43
2022-10-05,Store_B,Soap,27,295.55,7979.85
2022-10-06,Store_B,Soap,25,24.03,600.75
2022-10-07,Store_B,Soap,25,470.19,11754.75
2022-10-08,Store_B,Soap,39,349.76,13640.64
2022-10-09,Store_B,Soap,36,62.6,2253.6
2022-10-10,Store_B,Soap,20,383.71,7674.2
2022-10-11,Store_B,Soap,23,426.09,9800.07
2022-10-12,Store_B,Soap,18,17.46,314.28000000000003
2022-10-13,Store_B,Soap,25,353.39,8834.75
2022-10-14,Store_B,Soap,34,408.46,13887.64
2022-10-15,Store_B,Soap,42,222.77,9356.34
2022-10-16,Store_B,Soap,50,467.37,23368.5
2022-10-17,Store_B,Soap,28,466.48,13061.44
2022-10-18,Store_B,Soap,15,498.59,7478.849999999999
2022-10-19,Store_B,Soap,27,343.6,9277.2
2022-10-20,Store_B,Soap,31,213.76,6626.5599999999995
2022-10-21,Store_B,Soap,14,445.27,6233.78
2022-10-22,Store_B,Soap,45,421.69,18976.05
2022-10-23,Store_B,Soap,38,413.92,15728.960000000001
2022-10-24,Store_B,Soap,27,199.74,5392.9800000000005
2022-10-25,Store_B,Soap,26,66.18,1720.6800000000003
2022-10-26,Store_B,Soap,24,72.41,1737.84
2022-10-27,Store_B,Soap,30,66.5,1995.0
2022-10-28,Store_B,Soap,26,358.32,9316.32
2022-10-29,Store_B,Soap,36,109.87,3955.32
2022-10-30,Store_B,Soap,36,398.56,14348.16
2022-10-31,Store_B,Soap,28,249.51,6986.28
2022-11-01,Store_B,Soap,24,180.1,4322.4
2022-11-02,Store_B,Soap,35,422.27,14779.449999999999
2022-11-03,Store_B,Soap,23,317.75,7308.25
2022-11-04,Store_B,Soap,37,70.14,2595.18
2022-11-05,Store_B,Soap,44,125.28,5512.32
2022-11-06,Store_B,Soap,43,363.92,15648.560000000001
2022-11-07,Store_B,Soap,37,110.39,4084.43
2022-11-08,Store_B,Soap,23,240.53,5532.19
2022-11-09,Store_B,Soap,33,286.88,9467.039999999999
2022-11-10,Store_B,Soap,37,311.41,11522.17
2022-11-11,Store_B,Soap,26,451.05,11727.300000000001
2022-11-12,Store_B,Soap,43,415.22,17854.460000000003
2022-11-13,Store_B,Soap,41,387.57,15890.369999999999
2022-11-14,Store_B,Soap,21,490.23,10294.83
2022-11-15,Store_B,Soap,26,203.32,5286.32
2022-11-16,Store_B,Soap,32,235.36,7531.52
2022-11-17,Store_B,Soap,21,21.24,446.03999999999996
2022-11-18,Store_B,Soap,32,79.2,2534.4
2022-11-19,Store_B,Soap,34,384.61,13076.74
2022-11-20,Store_B,Soap,40,62.28,2491.2
2022-11-21,Store_B,Soap,29,62.43,1810.47
2022-11-22,Store_B,Soap,30,224.69,6740.7
2022-11-23,Store_B,Soap,32,391.9,12540.8
2022-11-24,Store_B,Soap,19,461.1,8760.9
2022-11-25,Store_B,Soap,31,238.33,7388.2300000000005
2022-11-26,Store_B,Soap,48,306.65,14719.199999999999
2022-11-27,Store_B,Soap,40,460.75,18430.0
2022-11-28,Store_B,Soap,28,249.76,6993.28
2022-11-29,Store_B,Soap,30,450.51,13515.3
2022-11-30,Store_B,Soap,26,234.45,6095.7
2022-12-01,Store_B,Soap,26,484.52,12597.52
2022-12-02,Store_B,Soap,31,114.44,3547.64
2022-12-03,Store_B,Soap,50,128.99,6449.5
2022-12-04,Store_B,Soap,42,470.0,19740.0
2022-12-05,Store_B,Soap,15,90.05,1350.75
2022-12-06,Store_B,Soap,40,252.31,10092.4
2022-12-07,Store_B,Soap,37,14.53,537.61
2022-12-08,Store_B,Soap,31,488.37,15139.47
2022-12-09,Store_B,Soap,27,32.91,888.5699999999999
2022-12-10,Store_B,Soap,49,273.67,13409.83
2022-12-11,Store_B,Soap,44,130.11,5724.84
2022-12-12,Store_B,Soap,27,328.58,8871.66
2022-12-13,Store_B,Soap,29,268.0,7772.0
2022-12-14,Store_B,Soap,33,397.68,13123.44
2022-12-15,Store_B,Soap,35,82.59,2890.65
2022-12-16,Store_B,Soap,33,496.85,16396.05
2022-12-17,Store_B,Soap,52,262.49,13649.48
2022-12-18,Store_B,Soap,57,21.59,1230.6299999999999
2022-12-19,Store_B,Soap,33,54.9,1811.7
2022-12-20,Store_B,Soap,35,20.27,709.4499999999999
2022-12-21,Store_B,Soap,33,310.87,10258.710000000001
2022-12-22,Store_B,Soap,30,254.84,7645.2
2022-12-23,Store_B,Soap,34,262.99,8941.66
2022-12-24,Store_B,Soap,38,19.51,741.3800000000001
2022-12-25,Store_B,Soap,47,451.08,21200.76
2022-12-26,Store_B,Soap,32,365.36,11691.52
2022-12-27,Store_B,Soap,34,232.03,7889.02
2022-12-28,Store_B,Soap,37,119.06,4405.22
2022-12-29,Store_B,Soap,35,125.3,4385.5
2022-12-30,Store_B,Soap,34,95.94,3261.96
2022-12-31,Store_B,Soap,43,215.78,9278.54
2023-01-01,Store_B,Soap,57,198.32,11304.24
2023-01-02,Store_B,Soap,40,298.6,11944.0
2023-01-03,Store_B,Soap,40,144.73,5789.2
2023-01-04,Store_B,Soap,38,485.53,18450.14
2023-01-05,Store_B,Soap,40,294.26,11770.4
2023-01-06,Store_B,Soap,40,175.29,7011.599999999999
2023-01-07,Store_B,Soap,55,482.37,26530.35
2023-01-08,Store_B,Soap,52,327.57,17033.64
2023-01-09,Store_B,Soap,39,285.49,11134.11
2023-01-10,Store_B,Soap,40,305.49,12219.6
2023-01-11,Store_B,Soap,39,409.79,15981.810000000001
2023-01-12,Store_B,Soap,32,221.03,7072.96
2023-01-13,Store_B,Soap,34,342.09,11631.06
2023-01-14,Store_B,Soap,55,203.11,11171.050000000001
2023-01-15,Store_B,Soap,48,399.83,19191.84
2023-01-16,Store_B,Soap,38,328.41,12479.580000000002
2023-01-17,Store_B,Soap,36,471.06,16958.16
2023-01-18,Store_B,Soap,42,453.25,19036.5
2023-01-19,Store_B,Soap,41,340.78,13971.98
2023-01-20,Store_B,Soap,41,376.31,15428.710000000001
2023-01-21,Store_B,Soap,51,217.97,11116.47
2023-01-22,Store_B,Soap,56,488.07,27331.92
2023-01-23,Store_B,Soap,40,476.65,19066.0
2023-01-24,Store_B,Soap,33,63.67,2101.11
2023-01-25,Store_B,Soap,29,131.3,3807.7000000000003
2023-01-26,Store_B,Soap,36,314.07,11306.52
2023-01-27,Store_B,Soap,42,336.32,14125.44
2023-01-28,Store_B,Soap,49,159.36,7808.64
2023-01-29,Store_B,Soap,55,229.68,12632.4
2023-01-30,Store_B,Soap,37,440.84,16311.08
2023-01-31,Store_B,Soap,44,180.35,7935.4
2023-02-01,Store_B,Soap,38,388.44,14760.72
2023-02-02,Store_B,Soap,45,233.66,10514.7
2023-02-03,Store_B,Soap,40,207.11,8284.400000000001
2023-02-04,Store_B,Soap,53,377.15,19988.949999999997
2023-02-05,Store_B,Soap,57,360.85,20568.45
2023-02-06,Store_B,Soap,38,330.42,12555.960000000001
2023-02-07,Store_B,Soap,38,297.68,11311.84
2023-02-08,Store_B,Soap,44,471.16,20731.04
2023-02-09,Store_B,Soap,49,370.86,18172.14
2023-02-10,Store_B,Soap,49,173.27,8490.230000000001
2023-02-11,Store_B,Soap,59,15.34,905.06
2023-02-12,Store_B,Soap,57,436.36,24872.52
2023-02-13,Store_B,Soap,40,427.65,17106.0
2023-02-14,Store_B,Soap,34,413.72,14066.480000000001
2023-02-15,Store_B,Soap,51,201.33,10267.83
2023-02-16,Store_B,Soap,38,181.85,6910.3
2023-02-17,Store_B,Soap,49,255.71,12529.79
2023-02-18,Store_B,Soap,54,408.89,22080.059999999998
2023-02-19,Store_B,Soap,51,233.75,11921.25
2023-02-20,Store_B,Soap,51,411.0,20961.0
2023-02-21,Store_B,Soap,46,359.27,16526.42
2023-02-22,Store_B,Soap,42,280.89,11797.38
2023-02-23,Store_B,Soap,34,492.29,16737.86
2023-02-24,Store_B,Soap,39,275.72,10753.080000000002
2023-02-25,Store_B,Soap,50,167.68,8384.0
2023-02-26,Store_B,Soap,61,174.38,10637.18
2023-02-27,Store_B,Soap,40,263.66,10546.400000000001
2023-02-28,Store_B,Soap,51,300.08,15304.08
2023-03-01,Store_B,Soap,41,390.67,16017.470000000001
2023-03-02,Store_B,Soap,43,285.99,12297.57
2023-03-03,Store_B,Soap,36,210.6,7581.599999999999
2023-03-04,Store_B,Soap,63,123.27,7766.009999999999
2023-03-05,Store_B,Soap,57,498.08,28390.559999999998
2023-03-06,Store_B,Soap,45,250.0,11250.0
2023-03-07,Store_B,Soap,43,29.4,1264.2
2023-03-08,Store_B,Soap,35,453.34,15866.9
2023-03-09,Store_B,Soap,45,308.82,13896.9
2023-03-10,Store_B,Soap,47,294.12,13823.64
2023-03-11,Store_B,Soap,60,488.18,29290.8
2023-03-12,Store_B,Soap,65,415.62,27015.3
2023-03-13,Store_B,Soap,43,358.44,15412.92
2023-03-14,Store_B,Soap,35,389.44,13630.4
2023-03-15,Store_B,Soap,43,125.26,5386.18
2023-03-16,Store_B,Soap,42,438.71,18425.82
2023-03-17,Store_B,Soap,45,140.37,6316.650000000001
2023-03-18,Store_B,Soap,53,184.71,9789.630000000001
2023-03-19,Store_B,Soap,69,170.37,11755.53
2023-03-20,Store_B,Soap,43,348.23,14973.890000000001
2023-03-21,Store_B,Soap,42,205.64,8636.88
2023-03-22,Store_B,Soap,45,375.52,16898.399999999998
2023-03-23,Store_B,Soap,40,68.09,2723.6000000000004
2023-03-24,Store_B,Soap,39,232.89,9082.71
2023-03-25,Store_B,Soap,50,23.05,1152.5
2023-03-26,Store_B,Soap,59,362.48,21386.32
2023-03-27,Store_B,Soap,46,223.03,10259.38
2023-03-28,Store_B,Soap,37,39.24,1451.88
2023-03-29,Store_B,Soap,51,428.79,21868.29
2023-03-30,Store_B,Soap,28,368.85,10327.800000000001
2023-03-31,Store_B,Soap,39,233.88,9121.32
2023-04-01,Store_B,Soap,54,492.31,26584.74
2023-04-02,Store_B,Soap,65,344.64,22401.6
2023-04-03,Store_B,Soap,42,426.46,17911.32
2023-04-04,Store_B,Soap,45,441.86,19883.7
2023-04-05,Store_B,Soap,37,94.04,3479.48
2023-04-06,Store_B,Soap,42,392.59,16488.78
2023-04-07,Store_B,Soap,41,148.47,6087.2699999999995
2023-04-08,Store_B,Soap,46,250.08,11503.68
2023-04-09,Store_B,Soap,63,184.03,11593.89
2023-04-10,Store_B,Soap,46,391.49,18008.54
2023-04-11,Store_B,Soap,35,438.24,15338.4
2023-04-12,Store_B,Soap,43,134.85,5798.55
2023-04-13,Store_B,Soap,39,219.39,8556.21
2023-04-14,Store_B,Soap,41,106.56,4368.96
2023-04-15,Store_B,Soap,61,88.34,5388.74
2023-04-16,Store_B,Soap,64,498.63,31912.32
2023-04-17,Store_B,Soap,40,395.83,15833.199999999999
2023-04-18,Store_B,Soap,43,448.76,19296.68
2023-04-19,Store_B,Soap,44,47.38,2084.7200000000003
2023-04-20,Store_B,Soap,40,461.59,18463.6
2023-04-21,Store_B,Soap,45,47.11,2119.95
2023-04-22,Store_B,Soap,61,498.49,30407.89
2023-04-23,Store_B,Soap,61,386.74,23591.14
2023-04-24,Store_B,Soap,46,189.61,8722.060000000001
2023-04-25,Store_B,Soap,31,106.05,3287.5499999999997
2023-04-26,Store_B,Soap,37,278.92,10320.04
2023-04-27,Store_B,Soap,38,454.02,17252.76
2023-04-28,Store_B,Soap,40,134.98,5399.2
2023-04-29,Store_B,Soap,55,56.5,3107.5
2023-04-30,Store_B,Soap,63,293.3,18477.9
2023-05-01,Store_B,Soap,29,276.28,8012.119999999999
2023-05-02,Store_B,Soap,44,414.98,18259.120000000003
2023-05-03,Store_B,Soap,33,179.67,5929.11
2023-05-04,Store_B,Soap,36,77.31,2783.16
2023-05-05,Store_B,Soap,35,239.01,8365.35
2023-05-06,Store_B,Soap,52,118.29,6151.08
2023-05-07,Store_B,Soap,46,371.98,17111.08
2023-05-08,Store_B,Soap,38,93.05,3535.9
2023-05-09,Store_B,Soap,35,10.49,367.15000000000003
2023-05-10,Store_B,Soap,39,58.48,2280.72
2023-05-11,Store_B,Soap,42,335.4,14086.8
2023-05-12,Store_B,Soap,35,215.44,7540.4
2023-05-13,Store_B,Soap,64,444.66,28458.24
2023-05-14,Store_B,Soap,50,171.27,8563.5
2023-05-15,Store_B,Soap,30,387.89,11636.699999999999
2023-05-16,Store_B,Soap,43,491.57,21137.51
2023-05-17,Store_B,Soap,42,13.43,564.06
2023-05-18,Store_B,Soap,44,459.74,20228.56
2023-05-19,Store_B,Soap,41,443.08,18166.28
2023-05-20,Store_B,Soap,51,15.42,786.42
2023-05-21,Store_B,Soap,53,276.87,14674.11
2023-05-22,Store_B,Soap,29,206.2,5979.799999999999
2023-05-23,Store_B,Soap,27,459.69,12411.63
2023-05-24,Store_B,Soap,42,452.4,19000.8
2023-05-25,Store_B,Soap,36,254.76,9171.36
2023-05-26,Store_B,Soap,45,356.91,16060.95
2023-05-27,Store_B,Soap,51,170.98,8719.98
2023-05-28,Store_B,Soap,51,74.2,3784.2000000000003
2023-05-29,Store_B,Soap,35,154.42,5404.7
2023-05-30,Store_B,Soap,41,477.7,19585.7
2023-05-31,Store_B,Soap,31,346.01,10726.31
2023-06-01,Store_B,Soap,30,169.15,5074.5
2023-06-02,Store_B,Soap,40,424.68,16987.2
2023-06-03,Store_B,Soap,47,14.44,678.68
2023-06-04,Store_B,Soap,52,398.34,20713.68
2023-06-05,Store_B,Soap,33,345.75,11409.75
2023-06-06,Store_B,Soap,40,458.2,18328.0
2023-06-07,Store_B,Soap,34,152.42,5182.28
2023-06-08,Store_B,Soap,48,159.54,7657.92
2023-06-09,Store_B,Soap,31,90.13,2794.0299999999997
2023-06-10,Store_B,Soap,55,56.32,3097.6
2023-06-11,Store_B,Soap,35,330.19,11556.65
2023-06-12,Store_B,Soap,23,240.82,5538.86
2023-06-13,Store_B,Soap,33,454.33,14992.89
2023-06-14,Store_B,Soap,27,88.13,2379.5099999999998
2023-06-15,Store_B,Soap,37,376.81,13941.97
2023-06-16,Store_B,Soap,41,83.79,3435.3900000000003
2023-06-17,Store_B,Soap,48,425.06,20402.88
2023-06-18,Store_B,Soap,50,130.84,6542.0
2023-06-19,Store_B,Soap,37,204.74,7575.38
2023-06-20,Store_B,Soap,36,198.14,7133.039999999999
2023-06-21,Store_B,Soap,29,370.46,10743.34
2023-06-22,Store_B,Soap,34,31.01,1054.3400000000001
2023-06-23,Store_B,Soap,35,58.18,2036.3
2023-06-24,Store_B,Soap,42,486.2,20420.399999999998
2023-06-25,Store_B,Soap,49,411.34,20155.66
2023-06-26,Store_B,Soap,37,444.91,16461.670000000002
2023-06-27,Store_B,Soap,36,105.45,3796.2000000000003
2023-06-28,Store_B,Soap,30,212.54,6376.2
2023-06-29,Store_B,Soap,41,24.77,1015.5699999999999
2023-06-30,Store_B,Soap,35,152.35,5332.25
2023-07-01,Store_B,Soap,34,389.76,13251.84
2023-07-02,Store_B,Soap,49,329.31,16136.19
2023-07-03,Store_B,Soap,25,318.23,7955.75
2023-07-04,Store_B,Soap,25,230.73,5768.25
2023-07-05,Store_B,Soap,25,158.49,3962.25
2023-07-06,Store_B,Soap,23,62.98,1448.54
2023-07-07,Store_B,Soap,35,291.98,10219.300000000001
2023-07-08,Store_B,Soap,44,414.88,18254.72
2023-07-09,Store_B,Soap,42,308.61,12961.62
2023-07-10,Store_B,Soap,22,341.24,7507.280000000001
2023-07-11,Store_B,Soap,33,329.2,10863.6
2023-07-12,Store_B,Soap,32,56.17,1797.44
2023-07-13,Store_B,Soap,33,496.81,16394.73
2023-07-14,Store_B,Soap,32,349.75,11192.0
2023-07-15,Store_B,Soap,43,435.28,18717.039999999997
2023-07-16,Store_B,Soap,52,498.45,25919.399999999998
2023-07-17,Store_B,Soap,30,48.69,1460.6999999999998
2023-07-18,Store_B,Soap,34,366.1,12447.400000000001
2023-07-19,Store_B,Soap,32,71.03,2272.96
2023-07-20,Store_B,Soap,31,330.33,10240.23
2023-07-21,Store_B,Soap,33,127.78,4216.74
2023-07-22,Store_B,Soap,39,345.15,13460.849999999999
2023-07-23,Store_B,Soap,38,333.05,12655.9
2023-07-24,Store_B,Soap,29,463.55,13442.95
2023-07-25,Store_B,Soap,25,451.22,11280.5
2023-07-26,Store_B,Soap,33,395.87,13063.710000000001
2023-07-27,Store_B,Soap,27,175.29,4732.83
2023-07-28,Store_B,Soap,24,394.74,9473.76
2023-07-29,Store_B,Soap,51,305.19,15564.69
2023-07-30,Store_B,Soap,38,488.06,18546.28
2023-07-31,Store_B,Soap,27,364.55,9842.85
2023-08-01,Store_B,Soap,27,416.44,11243.88
2023-08-02,Store_B,Soap,19,222.88,4234.72
2023-08-03,Store_B,Soap,18,92.94,1672.92
2023-08-04,Store_B,Soap,34,253.71,8626.14
2023-08-05,Store_B,Soap,39,336.24,13113.36
2023-08-06,Store_B,Soap,40,441.88,17675.2
2023-08-07,Store_B,Soap,27,74.41,2009.07
2023-08-08,Store_B,Soap,22,209.93,4618.46
2023-08-09,Store_B,Soap,25,168.67,4216.75
2023-08-10,Store_B,Soap,15,322.28,4834.2
2023-08-11,Store_B,Soap,27,190.02,5130.54
2023-08-12,Store_B,Soap,41,115.5,4735.5
2023-08-13,Store_B,Soap,44,174.7,7686.799999999999
2023-08-14,Store_B,Soap,22,272.54,5995.88
2023-08-15,Store_B,Soap,29,327.98,9511.42
2023-08-16,Store_B,Soap,17,242.87,4128.79
2023-08-17,Store_B,Soap,19,115.29,2190.51
2023-08-18,Store_B,Soap,22,158.95,3496.8999999999996
2023-08-19,Store_B,Soap,38,167.15,6351.7
2023-08-20,Store_B,Soap,39,395.82,15436.98
2023-08-21,Store_B,Soap,26,32.23,837.9799999999999
2023-08-22,Store_B,Soap,18,208.35,3750.2999999999997
2023-08-23,Store_B,Soap,26,273.95,7122.7
2023-08-24,Store_B,Soap,32,489.17,15653.44
2023-08-25,Store_B,Soap,27,405.51,10948.77
2023-08-26,Store_B,Soap,44,384.01,16896.44
2023-08-27,Store_B,Soap,34,367.57,12497.38
2023-08-28,Store_B,Soap,21,38.69,812.49
2023-08-29,Store_B,Soap,28,206.6,5784.8
2023-08-30,Store_B,Soap,23,339.2,7801.599999999999
2023-08-31,Store_B,Soap,25,11.77,294.25
2023-09-01,Store_B,Soap,21,50.97,1070.37
2023-09-02,Store_B,Soap,34,424.49,14432.66
2023-09-03,Store_B,Soap,39,128.82,5023.98
2023-09-04,Store_B,Soap,25,266.39,6659.75
2023-09-05,Store_B,Soap,20,262.84,5256.799999999999
2023-09-06,Store_B,Soap,18,370.16,6662.88
2023-09-07,Store_B,Soap,21,464.04,9744.84
2023-09-08,Store_B,Soap,20,220.27,4405.400000000001
2023-09-09,Store_B,Soap,28,397.48,11129.44
2023-09-10,Store_B,Soap,39,88.06,3434.34
2023-09-11,Store_B,Soap,26,222.49,5784.74
2023-09-12,Store_B,Soap,19,108.75,2066.25
2023-09-13,Store_B,Soap,29,71.28,2067.12
2023-09-14,Store_B,Soap,27,145.72,3934.44
2023-09-15,Store_B,Soap,20,384.09,7681.799999999999
2023-09-16,Store_B,Soap,31,359.72,11151.320000000002
2023-09-17,Store_B,Soap,36,143.26,5157.36
2023-09-18,Store_B,Soap,20,81.75,1635.0
2023-09-19,Store_B,Soap,19,377.51,7172.69
2023-09-20,Store_B,Soap,22,395.98,8711.560000000001
2023-09-21,Store_B,Soap,18,446.14,8030.5199999999995
2023-09-22,Store_B,Soap,23,483.16,11112.68
2023-09-23,Store_B,Soap,41,422.55,17324.55
2023-09-24,Store_B,Soap,33,274.52,9059.16
2023-09-25,Store_B,Soap,21,261.01,5481.21
2023-09-26,Store_B,Soap,12,206.31,2475.7200000000003
2023-09-27,Store_B,Soap,23,128.24,2949.5200000000004
2023-09-28,Store_B,Soap,23,296.92,6829.160000000001
2023-09-29,Store_B,Soap,18,185.63,3341.34
2023-09-30,Store_B,Soap,40,453.72,18148.800000000003
2023-10-01,Store_B,Soap,32,70.16,2245.12
2023-10-02,Store_B,Soap,26,263.93,6862.18
2023-10-03,Store_B,Soap,14,318.9,4464.599999999999
2023-10-04,Store_B,Soap,27,43.66,1178.82
2023-10-05,Store_B,Soap,25,40.29,1007.25
2023-10-06,Store_B,Soap,18,441.65,7949.7
2023-10-07,Store_B,Soap,41,201.69,8269.289999999999
2023-10-08,Store_B,Soap,35,205.9,7206.5
2023-10-09,Store_B,Soap,24,365.57,8773.68
2023-10-10,Store_B,Soap,32,257.54,8241.28
2023-10-11,Store_B,Soap,31,307.58,9534.98
2023-10-12,Store_B,Soap,26,311.65,8102.9
2023-10-13,Store_B,Soap,30,52.27,1568.1000000000001
2023-10-14,Store_B,Soap,29,185.81,5388.49
2023-10-15,Store_B,Soap,45,261.56,11770.2
2023-10-16,Store_B,Soap,22,368.22,8100.84
2023-10-17,Store_B,Soap,24,451.65,10839.599999999999
2023-10-18,Store_B,Soap,22,119.91,2638.02
2023-10-19,Store_B,Soap,24,355.17,8524.08
2023-10-20,Store_B,Soap,22,232.69,5119.18
2023-10-21,Store_B,Soap,49,134.65,6597.85
2023-10-22,Store_B,Soap,36,378.43,13623.48
2023-10-23,Store_B,Soap,22,331.44,7291.68
2023-10-24,Store_B,Soap,18,415.9,7486.2
2023-10-25,Store_B,Soap,27,185.96,5020.92
2023-10-26,Store_B,Soap,28,69.93,1958.0400000000002
2023-10-27,Store_B,Soap,26,430.09,11182.34
2023-10-28,Store_B,Soap,37,476.26,17621.62
2023-10-29,Store_B,Soap,39,327.85,12786.150000000001
2023-10-30,Store_B,Soap,20,358.22,7164.400000000001
2023-10-31,Store_B,Soap,30,186.14,5584.2
2023-11-01,Store_B,Soap,31,97.92,3035.52
2023-11-02,Store_B,Soap,24,167.53,4020.7200000000003
2023-11-03,Store_B,Soap,26,317.82,8263.32
2023-11-04,Store_B,Soap,40,104.61,4184.4
2023-11-05,Store_B,Soap,41,485.78,19916.98
2023-11-06,Store_B,Soap,21,421.97,8861.37
2023-11-07,Store_B,Soap,29,203.64,5905.5599999999995
2023-11-08,Store_B,Soap,26,202.68,5269.68
2023-11-09,Store_B,Soap,30,257.42,7722.6
2023-11-10,Store_B,Soap,20,207.64,4152.799999999999
2023-11-11,Store_B,Soap,44,488.06,21474.64
2023-11-12,Store_B,Soap,49,230.43,11291.07
2023-11-13,Store_B,Soap,30,270.68,8120.400000000001
2023-11-14,Store_B,Soap,36,427.22,15379.920000000002
2023-11-15,Store_B,Soap,24,258.61,6206.64
2023-11-16,Store_B,Soap,17,96.78,1645.26
2023-11-17,Store_B,Soap,26,470.23,12225.98
2023-11-18,Store_B,Soap,48,360.52,17304.96
2023-11-19,Store_B,Soap,39,397.55,15504.45
2023-11-20,Store_B,Soap,28,450.0,12600.0
2023-11-21,Store_B,Soap,30,92.17,2765.1
2023-11-22,Store_B,Soap,34,143.1,4865.4
2023-11-23,Store_B,Soap,31,372.97,11562.070000000002
2023-11-24,Store_B,Soap,30,163.31,4899.3
2023-11-25,Store_B,Soap,45,343.99,15479.550000000001
2023-11-26,Store_B,Soap,48,236.86,11369.28
2023-11-27,Store_B,Soap,23,302.8,6964.400000000001
2023-11-28,Store_B,Soap,22,97.23,2139.06
2023-11-29,Store_B,Soap,26,48.01,1248.26
2023-11-30,Store_B,Soap,33,20.21,666.9300000000001
2023-12-01,Store_B,Soap,34,42.46,1443.64
2023-12-02,Store_B,Soap,56,87.28,4887.68
2023-12-03,Store_B,Soap,46,143.11,6583.06
2023-12-04,Store_B,Soap,30,120.25,3607.5
2023-12-05,Store_B,Soap,26,182.77,4752.02
2023-12-06,Store_B,Soap,36,49.78,1792.08
2023-12-07,Store_B,Soap,40,322.5,12900.0
2023-12-08,Store_B,Soap,36,151.76,5463.36
2023-12-09,Store_B,Soap,47,365.82,17193.54
2023-12-10,Store_B,Soap,43,452.58,19460.94
2023-12-11,Store_B,Soap,36,250.68,9024.48
2023-12-12,Store_B,Soap,28,136.32,3816.96
2023-12-13,Store_B,Soap,35,297.19,10401.65
2023-12-14,Store_B,Soap,32,193.26,6184.32
2023-12-15,Store_B,Soap,22,323.87,7125.14
2023-12-16,Store_B,Soap,47,328.34,15431.98
2023-12-17,Store_B,Soap,47,216.84,10191.48
2023-12-18,Store_B,Soap,29,117.98,3421.42
